0.001,0.9648611111111111
0.01,0.9644444444444445
0.1,0.9615277777777779
1.0,0.9445833333333334
10.0,0.8193055555555555
100.0,0.9613888888888888
1000.0,0.9318055555555557
10000.0,0.5
0.001,0.9604166666666668
0.01,0.9609722222222222
0.1,0.9595833333333333
1.0,0.9654166666666667
10.0,0.9652777777777779
100.0,0.9545833333333335
1000.0,0.9233333333333335
10000.0,0.5
0.001,0.9604166666666668
0.01,0.9565277777777779
0.1,0.9522222222222222
1.0,0.9583333333333334
10.0,0.9480555555555557
100.0,0.9593055555555555
1000.0,0.9273611111111112
10000.0,0.5
0.001,0.9591666666666667
0.01,0.9633333333333333
0.1,0.9593055555555555
1.0,0.9656944444444445
10.0,0.9641666666666667
100.0,0.9604166666666666
1000.0,0.9293055555555556
10000.0,0.5
0.001,0.9613888888888888
0.01,0.9606944444444444
0.1,0.9574999999999999
1.0,0.9638888888888889
10.0,0.9648611111111112
100.0,0.9561111111111111
1000.0,0.92875
10000.0,0.5
0.001,0.9622222222222223
0.01,0.9616666666666667
0.1,0.962361111111111
1.0,0.9620833333333334
10.0,0.9604166666666668
100.0,0.9558333333333333
1000.0,0.9269444444444446
10000.0,0.5
0.001,0.962361111111111
0.01,0.9625
0.1,0.9644444444444444
1.0,0.9631944444444445
10.0,0.9347222222222221
100.0,0.9572222222222223
1000.0,0.9273611111111112
10000.0,0.5
